koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
FALSE POSITIVE,0,1,1,0,31.82814583,4.38E-05,-4.38E-05,366.704854,0.000924,-0.000924,1.276,67.88,-0.006,2.917,0.0467,-0.0467,4456.8,67.1,-67.1,35.8,11.17,-3.74,564,23.97,22.74,-7.28,78.7,1,5908,186,-206,4.507,0.052,-0.208,0.92,0.287,-0.096,284.99738,44.410198,15.582
FALSE POSITIVE,0,1,1,1,3.629442796,8.46E-06,-8.46E-06,134.70066,0.00203,-0.00203,0.97,0.002,-0.003,5.63,0.11,-0.11,426.6,8.1,-8.1,3.28,0.72,-0.41,1434,1001.35,620.44,-325.79,76.4,1,6506,145,-194,4.336,0.077,-0.143,1.217,0.265,-0.155,296.29196,44.33226,13.055
FALSE POSITIVE,0,0,1,0,7.44042933,1.91E-05,-1.91E-05,134.76331,0.00206,-0.00206,0.968,0.077,-0.644,2.991,0.335,-0.335,547.3,23.4,-23.4,2.74,0.77,-0.26,883,144.12,118.76,-39.32,34,1,5815,157,-175,4.54,0.046,-0.196,0.877,0.246,-0.082,296.30762,44.21146,15.24
CONFIRMED,0,0,0,0,6.581477136,5.49E-06,-5.49E-06,174.787814,0.00063,-0.00063,0.137,0.314,-0.137,3.0896,0.0368,-0.0368,2318.9,22.1,-22.1,4.56,1.56,-0.72,881,142.63,149.93,-53.12,116.2,1,5188,171,-155,4.4,0.14,-0.26,0.973,0.333,-0.154,297.31598,46.023258,15.471
CONFIRMED,0,0,0,0,11.51517167,1.57E-05,-1.57E-05,174.85855,0.00106,-0.00106,0.311,0.124,-0.311,2.006,0.0382,-0.0382,1357.4,30.3,-30.3,2.9,0.4,-0.19,657,43.96,19.8,-10.12,53.2,1,5177,155,-155,4.59,0.024,-0.102,0.798,0.108,-0.054,284.68887,46.172249,15.386
CONFIRMED,0,0,0,0,7.641567589,1.77E-06,-1.77E-06,135.407564,0.000191,-0.000191,0.027,0.167,-0.027,3.41018,0.00733,-0.00733,2269.7,5.8,-5.8,4.91,0.3,-0.33,899,154.25,34.59,-27.39,437.5,2,5356,112,-72,4.338,0.065,-0.04,1.055,0.065,-0.072,298.07944,44.746319,13.549
FALSE POSITIVE,0,1,0,0,30.6113932,0.0001009,-0.0001009,374.6216,0.00224,-0.00224,1.264,70.12,-2.663,3.576,0.124,-0.124,3472,111,-111,19.68,1.77,-2.21,317,2.38,0.76,-0.74,37.5,1,3900,105,-128,4.727,0.054,-0.04,0.534,0.048,-0.06,299.65094,40.973282,15.97
CONFIRMED,0,0,0,0,7.40742502,3.66E-05,-3.66E-05,355.49652,0.00325,-0.00325,0.03,0.401,-0.03,3.675,0.101,-0.101,442,21,-21,2.01,0.62,-0.21,938,183.15,171.57,-55.16,23.1,1,5922,184,-205,4.474,0.054,-0.216,0.961,0.297,-0.099,292.26291,37.236992,15.242
FALSE POSITIVE,1,0,0,0,569.934135,0.001502,-0.001502,248.94045,0.00171,-0.00171,0.919,12.44,-0.076,4.1904,0.0617,-0.0617,18904,296,-296,38.98,11.11,-4.76,296,1.81,1.35,-0.5,66.7,1,5367,75,-86,3.783,0.084,-0.144,2.057,0.586,-0.251,291.69672,37.238041,14.645
FALSE POSITIVE,0,0,1,0,5.09246539,4.39E-05,-4.39E-05,357.53594,0.0053,-0.0053,0.161,0.303,-0.161,3.659,0.199,-0.199,254,16.5,-16.5,1.17,0.12,-0.13,844,119.7,48.69,-36.91,17.1,1,5037,181,-181,4.547,0.072,-0.054,0.751,0.079,-0.079,291.15338,36.678841,15.162
FALSE POSITIVE,0,0,0,1,1.103971357,2.68E-06,-2.68E-06,354.58216,0.00172,-0.00172,0.52,0.006,-0.478,0.926,0.0818,-0.0818,317.9,21.3,-21.3,1.37,0.25,-0.11,1471,1109.79,652.85,-295.67,21.7,1,5409,185,-185,4.609,0.037,-0.112,0.746,0.133,-0.061,289.71466,47.34222,15.732
CONFIRMED,0,0,0,0,6.877446033,8.89E-06,-8.89E-06,132.08426,0.00107,-0.00107,0.79,0.01,-0.555,1.3692,0.0435,-0.0435,1632.3,49.2,-49.2,2.05,0.16,-0.24,484,12.95,3.27,-3.66,39.6,2,3789,75,-82,4.781,0.063,-0.031,0.46,0.035,-0.053,299.83041,47.157459,15.438
CONFIRMED,0,0,0,0,42.89645024,9.43E-05,-9.43E-05,146.0613,0.00186,-0.00186,0.007,0.397,-0.007,5.6897,0.056,-0.056,555.3,8.6,-8.6,2,0.15,-0.15,448,9.54,2.38,-1.99,66.8,3,5192,103,-103,4.489,0.066,-0.054,0.873,0.065,-0.065,299.13922,40.94902,13.04
FALSE POSITIVE,0,0,1,1,2.44199803,1.07E-05,-1.07E-05,134.57095,0.00371,-0.00371,0.856,0.135,-0.855,2.759,0.534,-0.534,251.7,19.4,-19.4,1.44,0.35,-0.12,1282,638.05,459.75,-161.64,27.2,1,5970,161,-179,4.564,0.044,-0.176,0.796,0.194,-0.065,292.85965,44.200642,15.282
CANDIDATE,0,0,0,0,30.5872153,0.0001313,-0.0001313,162.8842,0.00281,-0.00281,0.013,0.424,-0.013,5.3698,0.0906,-0.0906,464.8,16.1,-16.1,2.32,0.39,-0.24,621,35.08,16.21,-9.22,33.1,1,5944,106,-130,4.38,0.08,-0.12,1.082,0.181,-0.111,296.54861,44.264671,14.143
CONFIRMED,0,0,0,0,7.09712124,2.60E-05,-2.60E-05,136.34514,0.00279,-0.00279,0.05,0.369,-0.05,2.1059,0.09,-0.09,369.5,23.3,-23.3,0.74,0.09,-0.11,425,7.73,2.78,-2.57,18.3,1,3569,71,-78,4.861,0.066,-0.044,0.389,0.047,-0.057,285.62854,44.31089,15.649
FALSE POSITIVE,0,0,1,1,2.6827683,1.34E-05,-1.34E-05,134.25535,0.00431,-0.00431,0.769,0.154,-0.524,2.957,0.122,-0.122,79.8,3.7,-3.7,1.19,0.34,-0.27,1551,1366.57,1122.97,-655.64,26.7,1,6180,169,-206,4.262,0.185,-0.185,1.223,0.341,-0.279,291.89075,44.223728,13.475
CONFIRMED,0,0,0,0,3.601465336,5.94E-06,-5.94E-06,171.99184,0.00126,-0.00126,0.021,0.412,-0.021,2.2753,0.0456,-0.0456,777.7,18.1,-18.1,2.31,0.11,-0.18,996,232.65,38.84,-46.04,50.7,1,5052,83,-75,4.48,0.077,-0.033,0.855,0.039,-0.066,285.39133,46.180939,15.733
CANDIDATE,0,0,0,0,3.108251172,1.59E-06,-1.59E-06,170.244566,0.000409,-0.000409,0.9,0.012,-0.026,2.5048,0.0646,-0.0646,1867.7,15.5,-15.5,4.43,0.74,-0.49,1096,340.69,180.7,-99.18,156.5,1,5330,159,-143,4.495,0.085,-0.114,0.847,0.141,-0.094,294.79974,46.207569,15.361
CANDIDATE,0,0,0,0,40.715561,0.0002096,-0.0002096,146.36485,0.00408,-0.00408,0.008,0.407,-0.008,6.894,0.131,-0.131,680.9,25.2,-25.2,2.7,0.84,-0.28,578,26.34,23.94,-8.05,28.9,1,6297,169,-225,4.448,0.052,-0.208,1.031,0.32,-0.107,297.9516,46.264721,15.083
FALSE POSITIVE,0,1,1,1,20.42720701,6.13E-05,-6.13E-05,176.71737,0.00227,-0.00227,0.956,0.595,-0.118,3.447,0.199,-0.199,1273,52.3,-52.3,4.42,1.38,-0.46,674,48.72,46.37,-14.82,36.7,1,6014,189,-210,4.494,0.052,-0.221,0.958,0.3,-0.1,296.65915,46.382172,15.163
FALSE POSITIVE,0,1,0,0,6.198273591,5.39E-07,-5.39E-07,183.3731434,6.90E-05,-6.90E-05,0.343,0.004,-0.005,7.53837,0.0054,-0.0054,47303,22.2,-22.2,19.81,6.4,-2.14,985,222.23,215.49,-69.5,2561.1,1,6038,181,-217,4.524,0.039,-0.221,0.898,0.29,-0.097,297.62027,40.943089,15.67
FALSE POSITIVE,0,0,1,1,1.023471798,1.53E-06,-1.53E-06,354.8182,0.00104,-0.00104,0.974,0.058,-0.017,2.3499,0.0608,-0.0608,861.4,17.9,-17.9,3.78,1.04,-0.44,1727,2103.09,1777.92,-670.72,63,1,5741,189,-189,4.491,0.075,-0.188,0.893,0.244,-0.105,300.45575,43.934349,15.381
CONFIRMED,0,0,0,0,17.31711739,4.69E-05,-4.69E-05,142.36094,0.0022,-0.0022,0.684,0.259,-0.466,3.1518,0.0842,-0.0842,1473,47.3,-47.3,2.04,0.1,-0.11,454,10.07,2.22,-2.31,35.9,1,4719,131,-164,4.753,0.042,-0.024,0.502,0.023,-0.029,299.89722,43.903912,15.759
CONFIRMED,0,0,0,0,9.42889884,2.35E-05,-2.35E-05,140.1046,0.00202,-0.00202,0.011,0.386,-0.011,4.4481,0.0582,-0.0582,565.4,12,-12,4.39,0.61,-1.13,1163,432.9,159.68,-207.44,50.4,1,5897,79,-79,3.98,0.203,-0.072,1.86,0.259,-0.481,289.09689,44.004379,14.5
FALSE POSITIVE,0,1,1,1,1.096583368,2.28E-06,-2.28E-06,133.61436,0.00191,-0.00191,0.421,0.042,-0.421,2.1188,0.0637,-0.0637,308.5,8.7,-8.7,1.35,0.18,-0.15,1474,1119.9,498.08,-333.71,44.3,1,5222,155,-155,4.528,0.085,-0.095,0.763,0.102,-0.084,297.78802,47.10107,14.867
CANDIDATE,0,0,0,0,6.50327035,3.13E-05,-3.13E-05,135.26657,0.00357,-0.00357,0.08,0.375,-0.08,2.591,0.131,-0.131,418.3,24.1,-24.1,1.67,0.08,-0.12,804,98.81,16.62,-18.82,19,1,4999,79,-79,4.49,0.075,-0.03,0.843,0.04,-0.06,292.14447,47.157349,15.692
CANDIDATE,0,0,0,0,4.09667624,1.96E-05,-1.96E-05,133.09833,0.00376,-0.00376,0.142,0.32,-0.142,2.19,0.122,-0.122,302.3,20.4,-20.4,1.42,0.07,-0.1,938,182.9,30.76,-34.85,16.2,3,4999,79,-79,4.49,0.075,-0.03,0.843,0.04,-0.06,292.14447,47.157349,15.692
CONFIRMED,0,0,0,0,1.196548464,3.75E-06,-3.75E-06,132.53363,0.00253,-0.00253,0.332,0.136,-0.332,1.2592,0.081,-0.081,224.6,16,-16,1.25,0.06,-0.09,1414,945.12,158.94,-180.08,16.5,2,4999,79,-79,4.49,0.075,-0.03,0.843,0.04,-0.06,292.14447,47.157349,15.692
CONFIRMED,0,0,0,0,25.2630467,0.0003312,-0.0003312,134.18397,0.00999,-0.00999,0.743,0.215,-0.507,6.22,0.293,-0.293,125.5,9.4,-9.4,1.71,0.3,-0.31,756,77.24,38.89,-29.56,14.3,2,6071,121,-133,4.202,0.149,-0.122,1.41,0.252,-0.252,282.2001,44.422298,13.908
CONFIRMED,0,0,0,0,0.677374687,1.10E-06,-1.10E-06,133.94573,0.00137,-0.00137,0.132,0.335,-0.132,1.8361,0.0399,-0.0399,76.7,2.3,-2.3,0.9,0.14,-0.08,2099,4572.56,1997.25,-1123.4,38.7,1,5718,104,-115,4.395,0.09,-0.11,1.037,0.162,-0.099,281.76639,44.292549,13.326
CONFIRMED,0,0,0,0,7.41084314,3.10E-05,-3.10E-05,135.75425,0.00343,-0.00343,0.064,0.384,-0.064,3.245,0.0965,-0.0965,124.1,5.2,-5.2,0.94,0.1,-0.08,850,123.4,39.43,-26.72,25.6,2,5528,110,-110,4.499,0.063,-0.077,0.853,0.089,-0.067,283.00296,44.284229,13.404
CONFIRMED,0,0,0,0,24.58716355,8.74E-05,-8.74E-05,173.70572,0.00293,-0.00293,0.648,0.269,-0.43,3.984,0.101,-0.101,907.5,29.5,-29.5,2.37,0.41,-0.21,530,18.72,9.94,-4.89,35.6,1,5474,147,-163,4.605,0.037,-0.105,0.749,0.13,-0.065,287.56967,46.56786,15.598
CONFIRMED,0,0,0,0,12.53248222,2.23E-05,-2.23E-05,170.76535,0.00137,-0.00137,0.668,0.05,-0.481,4.0168,0.0646,-0.0646,1145.9,19.7,-19.7,3.24,0.94,-0.32,775,85.15,72.99,-24.49,66.7,1,5997,162,-198,4.522,0.048,-0.192,0.904,0.264,-0.088,290.06799,46.57914,15.485
CONFIRMED,0,0,0,0,13.19720694,1.21E-05,-1.21E-05,171.545479,0.000712,-0.000712,0.568,0.028,-0.462,3.4872,0.0489,-0.0489,2141.4,20.2,-20.2,4.18,4.82,-0.6,642,40.03,168.4,-14.02,116.2,1,4954,148,-148,4.462,0.102,-0.578,0.885,1.019,-0.127,294.06848,46.57933,15.223
CONFIRMED,0,0,0,0,14.85890852,3.81E-06,-3.81E-06,128.154869,0.000217,-0.000217,0.255,0.052,-0.225,3.5252,0.0133,-0.0133,3269,7.7,-7.7,5.94,0.37,-0.4,720,63.52,14.25,-11.28,456.8,1,5356,112,-72,4.338,0.065,-0.04,1.055,0.065,-0.072,298.07944,44.746319,13.549
FALSE POSITIVE,0,0,1,0,2.866680334,2.85E-06,-2.85E-06,134.066374,0.000805,-0.000805,0.968,0.041,-0.7,1.1264,0.0877,-0.0877,712.4,22.1,-22.1,2.93,0.47,-0.22,1045,282.64,145.46,-67.9,43,1,5238,158,-158,4.598,0.032,-0.097,0.764,0.122,-0.056,295.4722,44.077381,15.028
CONFIRMED,0,0,0,0,17.44486016,4.90E-05,-4.90E-05,141.6802,0.00232,-0.00232,0.871,0.03,-0.618,4.445,0.081,-0.081,826.9,20.3,-20.3,3.24,0.88,-0.47,679,50.32,40.99,-17.8,46,1,5568,166,-166,4.413,0.12,-0.18,0.966,0.261,-0.141,294.84384,44.077679,15.007
FALSE POSITIVE,0,0,1,0,8.30697421,3.74E-05,-3.74E-05,137.08254,0.00392,-0.00392,1.151,68.14,-0.394,2.76,0.223,-0.223,158.7,11.2,-11.2,37.99,22.75,-27.81,1246,570.93,1049.01,-535.02,17.4,1,5300,140,-172,3.69,0.917,-0.327,2.124,1.272,-1.555,297.49332,44.051868,13.838
CANDIDATE,0,0,0,0,22.65117451,1.47E-05,-1.47E-05,140.337593,0.000551,-0.000551,0.925,0.003,-0.004,3.6895,0.0364,-0.0364,2250,17.5,-17.5,7.62,2.93,-0.98,855,126.57,144.35,-44.3,170.1,1,6968,194,-267,4.31,0.058,-0.232,1.333,0.513,-0.171,290.10333,39.781631,13.682
FALSE POSITIVE,0,0,1,0,1.204274435,1.89E-06,-1.89E-06,134.05838,0.00121,-0.00121,0.528,0.055,-0.434,1.3362,0.0454,-0.0454,185.8,6.5,-6.5,1.19,0.32,-0.11,1564,1413.91,1120.16,-391.53,34.7,1,5668,152,-169,4.552,0.035,-0.184,0.849,0.229,-0.082,294.59613,47.197449,14.415
CANDIDATE,0,0,0,0,7.71790675,4.49E-05,-4.49E-05,139.15725,0.00467,-0.00467,0.112,0.347,-0.112,1.84,0.148,-0.148,306.8,29.2,-29.2,0.9,0.06,-0.07,502,15.01,3.53,-3.2,12.6,1,3975,71,-87,4.753,0.031,-0.038,0.509,0.037,-0.037,281.05011,47.188148,15.233
CONFIRMED,0,0,0,0,27.6652847,0.00013,-0.00013,144.8714,0.00346,-0.00346,0.004,0.425,-0.004,6.633,0.108,-0.108,469.2,15.1,-15.1,2.21,0.64,-0.35,641,39.94,34.34,-14.89,36.1,1,6036,163,-181,4.396,0.105,-0.195,1.017,0.298,-0.161,283.1846,47.15567,14.609
FALSE POSITIVE,0,1,1,1,0.948950734,4.48E-07,-4.48E-07,134.368152,0.000395,-0.000395,1.246,0.243,-0.079,4.0245,0.0239,-0.0239,2133,10.3,-10.3,36.87,12.63,-5.04,2103,4636.91,4680.69,-1719.3,238.6,1,6307,174,-261,4.391,0.07,-0.21,1.133,0.388,-0.155,293.24384,38.27327,14.909
CONFIRMED,0,0,0,0,14.55730897,1.40E-05,-1.40E-05,145.095012,0.00076,-0.00076,0.036,0.284,-0.036,7.7643,0.0289,-0.0289,956.9,5.5,-5.5,4.32,0.71,-0.86,879,141,65.83,-57.18,200,1,5774,115,-104,4.159,0.168,-0.098,1.412,0.232,-0.283,286.6301,38.945599,13.397
FALSE POSITIVE,1,0,0,0,0.635069939,7.10E-08,-7.10E-08,134.0209283,8.69E-05,-8.69E-05,1.25,0.187,-0.079,2.07171,0.00354,-0.00354,33117,29.6,-29.6,57.77,18.29,-6.12,2351,7193.72,6499.52,-2154.28,578.6,1,6340,150,-206,4.434,0.054,-0.216,1.058,0.335,-0.112,296.32028,47.40657,14.539
CANDIDATE,0,1,0,0,6.810823723,1.01E-06,-1.01E-06,136.04667,0.000115,-0.000115,0.57,0.011,-0.01,7.98574,0.00861,-0.00861,14447,12,-12,26.06,6.36,-9.53,1626,1656.16,1245.3,-1094.83,1441.9,1,7226,228,-304,3.967,0.315,-0.135,2.079,0.507,-0.76,299.10281,47.377781,12.628
FALSE POSITIVE,0,0,1,1,0.933746515,3.11E-07,-3.11E-07,133.387415,0.000291,-0.000291,1.262,0.085,-0.082,6.6522,0.0218,-0.0218,2936.6,7,-7,25.54,3.38,-2.25,1508,1222.25,541.93,-310.48,549.5,1,5252,157,-141,4.596,0.054,-0.072,0.716,0.095,-0.063,292.83301,47.495529,14.658
FALSE POSITIVE,0,1,0,0,1.872421727,5.64E-07,-5.64E-07,134.366162,0.00025,-0.00025,0.917,0.016,-0.018,1.5261,0.0257,-0.0257,3018.9,32.6,-32.6,5.65,0.81,-0.73,1298,672.92,315.81,-220.05,179,1,5337,159,-159,4.486,0.105,-0.105,0.825,0.118,-0.106,281.5238,47.755341,15.29
CONFIRMED,0,0,0,0,33.6528474,0.0001054,-0.0001054,147.8025,0.00266,-0.00266,0.567,0.006,-0.509,3.9616,0.0949,-0.0949,1140.8,29.6,-29.6,3.05,3.52,-0.44,470,11.5,48.38,-4.03,41.9,2,4954,148,-148,4.462,0.102,-0.578,0.885,1.019,-0.127,294.06848,46.57933,15.223
CONFIRMED,0,0,0,0,5.90127815,7.03E-06,-7.03E-06,171.40674,0.000884,-0.000884,0.03,0.288,-0.03,2.1979,0.0307,-0.0307,1525.2,28.9,-28.9,1.94,0.13,-0.2,514,16.54,3.85,-4.36,56.6,1,3731,73,-83,4.75,0.052,-0.028,0.498,0.034,-0.051,297.84241,46.574268,15.801
CONFIRMED,0,0,0,0,8.75209691,1.31E-05,-1.31E-05,170.63671,0.00118,-0.00118,0.017,0.317,-0.017,2.3742,0.0384,-0.0384,1367.6,32.5,-32.5,1.83,0.13,-0.19,451,9.76,2.27,-2.58,44.8,3,3731,73,-83,4.75,0.052,-0.028,0.498,0.034,-0.051,297.84241,46.574268,15.801
CONFIRMED,0,0,0,0,22.78078241,3.95E-05,-3.95E-05,155.20408,0.00138,-0.00138,0.008,0.283,-0.008,3.3002,0.0449,-0.0449,1925.1,42.3,-42.3,2.17,0.15,-0.22,328,2.73,0.63,-0.72,46.4,2,3731,73,-83,4.75,0.052,-0.028,0.498,0.034,-0.051,297.84241,46.574268,15.801
CONFIRMED,0,0,0,0,0.742957911,2.30E-07,-2.30E-07,133.27936,0.000228,-0.000228,0.162,0.162,-0.161,0.6688,0.051,-0.051,843.3,13.6,-13.6,1.47,0.1,-0.15,1026,262.51,61.21,-69.21,45.3,5,3731,73,-83,4.75,0.052,-0.028,0.498,0.034,-0.051,297.84241,46.574268,15.801
FALSE POSITIVE,0,1,0,0,54.35635067,1.60E-05,-1.60E-05,164.070221,0.000239,-0.000239,1.142,0.301,-0.072,6.4345,0.0129,-0.0129,10510,19.9,-19.9,38.81,6.74,-4.89,566,24.18,11.87,-7.27,628.1,1,6161,123,-135,4.281,0.12,-0.12,1.255,0.218,-0.158,292.93085,37.60664,12.899
FALSE POSITIVE,0,0,1,1,0.54624855,8.73E-07,-8.73E-07,178.5614,0.00131,-0.00131,1.215,1.07,-0.006,2.0543,0.0732,-0.0732,639.7,18.6,-18.6,18.93,3.18,-1.46,1837,2677.36,1432.81,-657.57,42.9,1,5414,162,-162,4.625,0.035,-0.105,0.714,0.12,-0.055,287.13388,37.83926,15.996
CONFIRMED,0,0,0,0,18.82744023,7.93E-05,-7.93E-05,196.19088,0.00313,-0.00313,0.025,0.412,-0.025,4.664,0.106,-0.106,1006.2,36.2,-36.2,2.7,0.78,-0.25,632,37.82,32.51,-10.39,29.5,1,5687,169,-169,4.538,0.046,-0.184,0.86,0.246,-0.082,292.26813,37.955639,15.762
FALSE POSITIVE,0,0,1,1,8.4120069,3.51E-05,-3.51E-05,139.64745,0.00362,-0.00362,0.022,0.821,-0.022,3.923,0.551,-0.551,819.6,34.4,-34.4,1.71,0.15,-0.13,590,28.69,9.33,-6.89,39.7,1,4502,121,-134,4.668,0.028,-0.048,0.621,0.057,-0.046,291.85382,37.74192,15.156
CONFIRMED,0,0,0,0,5.747711909,7.49E-06,-7.49E-06,133.29939,0.00111,-0.00111,0.575,0.051,-0.454,1.8923,0.04,-0.04,820.1,18.5,-18.5,1.86,0.07,-0.09,641,40.07,6.76,-6.61,51.7,1,4252,84,-84,4.64,0.03,-0.017,0.632,0.025,-0.031,291.90326,37.90229,14.496
CONFIRMED,0,0,0,0,86.67856052,6.26E-05,-6.26E-05,175.597013,0.000584,-0.000584,0.291,0.075,-0.173,10.1289,0.0515,-0.0515,8244.1,28.7,-28.7,9.83,1.48,-1.2,434,8.41,3.54,-2.43,318.3,1,5822,105,-116,4.351,0.115,-0.115,1.081,0.162,-0.132,294.4335,38.35545,14.696
FALSE POSITIVE,0,1,1,0,8.387210055,2.13E-06,-2.13E-06,138.903759,0.000221,-0.000221,1.284,31.34,-0.104,1.6477,0.0122,-0.0122,4952,33.4,-33.4,72.52,11.35,-17.05,1211,509.55,209.48,-227.16,180.6,1,6089,82,-82,4.044,0.182,-0.098,1.795,0.281,-0.422,290.862,38.35358,14.01
FALSE POSITIVE,0,1,0,1,15.2384539,0.0001588,-0.0001588,369.56902,0.00692,-0.00692,0.74,0.051,-0.224,19.292,0.692,-0.692,7019,151,-151,9.84,2.84,-1.22,829,111.67,95.62,-38.34,56,1,6384,179,-246,4.419,0.062,-0.188,1.086,0.314,-0.134,286.00031,38.284599,15.148
FALSE POSITIVE,0,0,1,1,6.47179275,3.90E-05,-3.90E-05,356.38477,0.00434,-0.00434,0.014,0.408,-0.014,6.788,0.122,-0.122,402.5,14.9,-14.9,2.08,0.62,-0.24,1075,316,275.5,-108.68,30.7,1,6341,176,-264,4.446,0.062,-0.188,1.033,0.305,-0.122,296.69971,47.406731,15.403
CANDIDATE,0,0,0,0,64.617518,0.0001938,-0.0001938,166.14425,0.00236,-0.00236,0.9,0.018,-0.064,5.796,0.235,-0.235,2486.6,50.2,-50.2,5.4,0.55,-0.61,383,5.09,1.94,-1.53,61.9,1,5043,164,-149,4.47,0.104,-0.095,0.881,0.09,-0.099,297.01483,47.486431,15.332
CONFIRMED,0,0,0,0,13.21409607,3.70E-05,-3.70E-05,140.58492,0.00246,-0.00246,0.812,0.106,-0.606,3.5641,0.07,-0.07,1154.8,35.1,-35.1,2.77,0.43,-0.23,629,36.95,18.38,-9.05,38,1,5333,159,-143,4.62,0.032,-0.097,0.728,0.112,-0.06,287.65363,47.41481,15.987
CONFIRMED,0,0,0,0,3.584101048,1.92E-06,-1.92E-06,170.427829,0.000422,-0.000422,0.045,0.319,-0.045,2.7316,0.0206,-0.0206,2608.1,18.1,-18.1,4.66,1.34,-0.44,1131,386.66,332.86,-109.75,166.3,1,5739,171,-188,4.518,0.048,-0.204,0.922,0.264,-0.088,286.48227,46.692451,15.954
CONFIRMED,0,1,0,0,1.763587535,4.20E-08,-4.20E-08,120.5659254,1.99E-05,-1.99E-05,0.512,0.007,-0.008,3.16877,0.0029,-0.0029,4590.6,1.5,-1.5,21.42,6.33,-9.48,3559,37958.27,32770.23,-28302.96,4061.9,1,9107,242,-443,3.867,0.343,-0.147,3.031,0.895,-1.342,286.97119,46.868359,9.958
CONFIRMED,0,0,0,0,5.014234733,8.59E-07,-8.59E-07,133.174289,0.000141,-0.000141,0.066,0.029,-0.066,4.589,0.00525,-0.00525,6536,9.5,-9.5,10.63,3.57,-1.53,1308,692.13,665.33,-253.54,794.3,1,6490,155,-232,4.32,0.067,-0.202,1.307,0.439,-0.188,299.09753,43.497589,13.797
CONFIRMED,0,0,0,0,8.11528727,1.34E-05,-1.34E-05,174.52257,0.00142,-0.00142,0.916,0.005,-0.631,3.211,0.1,-0.1,834.9,15.3,-15.3,3.1,0.9,-0.3,879,140.92,120.76,-39.2,59.1,1,5926,160,-178,4.532,0.036,-0.204,0.887,0.259,-0.086,288.21194,46.615002,15.219
CONFIRMED,0,0,0,0,36.9250409,0.0001165,-0.0001165,174.22246,0.00236,-0.00236,0.838,0.043,-0.611,4.9381,0.0738,-0.0738,902,24.3,-24.3,3.01,0.88,-0.29,530,18.7,16.02,-5.2,39.3,2,5926,160,-178,4.532,0.036,-0.204,0.887,0.259,-0.086,288.21194,46.615002,15.219
FALSE POSITIVE,0,1,1,0,37.4783492,0.0002939,-0.0002939,157.31713,0.00603,-0.00603,1.161,68.41,-0.38,5.317,0.341,-0.341,1467.9,84.6,-84.6,10.05,0.78,-1.03,262,1.12,0.27,-0.29,18.3,1,3687,65,-80,4.813,0.048,-0.036,0.44,0.034,-0.045,291.10846,37.857792,15.501
FALSE POSITIVE,0,0,1,1,8.09695764,2.33E-05,-2.33E-05,140.74216,0.00238,-0.00238,1.165,41.48,-0.021,3.319,0.118,-0.118,283.5,9.4,-9.4,34,5.2,-7.78,1197,484.58,194.86,-211.75,35.4,1,5949,80,-80,4.024,0.203,-0.087,1.707,0.261,-0.391,292.73627,37.560341,13.295
CONFIRMED,0,0,0,0,14.5598556,0.0001612,-0.0001612,135.95038,0.0089,-0.0089,0.026,0.423,-0.026,5.624,0.246,-0.246,290.6,20.6,-20.6,1.64,0.49,-0.21,758,78.26,68.8,-25.83,15.6,1,5959,167,-188,4.46,0.067,-0.202,0.966,0.287,-0.123,293.25412,37.846191,15.16
FALSE POSITIVE,1,0,1,0,0.528755447,7.60E-07,-7.60E-07,133.38227,0.00117,-0.00117,1.204,0.091,-0.099,5.714,0.271,-0.271,408.5,6.6,-6.6,47.75,7.53,-11.29,3271,27241.45,11275.39,-12099.61,100.1,1,6151,83,-73,3.92,0.196,-0.098,1.954,0.308,-0.462,292.58304,38.374378,14.662
CONFIRMED,0,0,0,0,6.10027621,1.62E-05,-1.62E-05,135.58656,0.00233,-0.00233,0.015,0.36,-0.015,4.7476,0.0647,-0.0647,766.6,19.6,-19.6,2.59,0.82,-0.28,990,227.15,222.45,-68.49,43.2,1,5957,195,-195,4.506,0.039,-0.208,0.937,0.299,-0.1,293.18454,37.969841,15.678
CANDIDATE,0,0,0,0,51.59809554,4.63E-05,-4.63E-05,203.979914,0.000721,-0.000721,0.251,0.15,-0.251,2.0153,0.0363,-0.0363,5869.2,87.1,-87.1,6.57,1.9,-0.59,449,9.61,8.34,-2.57,79.7,1,5681,169,-169,4.551,0.034,-0.195,0.859,0.248,-0.078,287.61688,38.402321,15.617
CONFIRMED,0,0,0,0,8.408878137,6.13E-06,-6.13E-06,134.006366,0.000606,-0.000606,0.018,0.307,-0.018,3.4967,0.0196,-0.0196,798.9,6.1,-6.1,2.28,0.19,-0.2,809,101.22,28.04,-23.26,147.2,1,5551,111,-111,4.508,0.077,-0.063,0.812,0.07,-0.07,296.98102,43.209751,13.771
