koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
FALSE POSITIVE,0.661749944,131.86076,1.169,4.112,215.6,23.92,2420,8123.02
CANDIDATE,1.35477049,131.64321,0.24,1.618,145.3,0.8,1102,348.9
FALSE POSITIVE,0.493393859,131.57378,0.961,1.1319,264.7,1.4,1505,1203.14
CONFIRMED,11.95401876,140.26226,0.744,2.656,855.9,2.1,525,17.92
FALSE POSITIVE,2.48883033,132.11766,0.696,4.268,51.4,0.64,1230,540.34
CONFIRMED,0.88184263,131.68869,0.454,1.3117,249.9,1.24,1564,1419.46
CONFIRMED,5.448321078,132.49088,0.614,2.2213,529.4,2.17,978,215.95
CANDIDATE,1.116127169,131.84982,0.648,1.3235,109.2,1,1659,1797.63
FALSE POSITIVE,195.613824,167.73974,0.891,23.777,1651.9,10.65,467,11.24
CANDIDATE,237.787237,196.97103,0.947,10.509,1627.7,9.91,354,3.73
CONFIRMED,3.833087643,131.63482,0.932,1.51,461.4,2.25,1012,247.8
CANDIDATE,5.62006198,132.95381,0.969,2.751,190.1,1.45,772,84.01
CANDIDATE,3.8259005,132.20163,0.951,1.8057,857.2,3.45,1005,241.25
CANDIDATE,0.558841234,131.57991,0.307,0.7918,280.9,1.33,1787,2412.15
CONFIRMED,76.6139446,153.79301,0.851,10.22,498.7,2.61,466,11.12
CANDIDATE,0.698461304,131.85138,0.459,0.7887,134.4,14.81,5173,168689.02
CONFIRMED,1.289590179,131.89057,0.401,1.3541,286,1.38,1448,1040.23
CONFIRMED,0.634003002,131.89476,0.367,0.9207,316.9,1.35,1714,2030.16
CONFIRMED,22.8030252,153.37541,0.291,4.768,62.9,1.29,843,119.6
FALSE POSITIVE,5.24364571,132.7242,1.201,16.984,270.4,25.01,1149,411.58
CANDIDATE,110.7556272,144.80528,0.917,6.819,8067,29.64,651,42.53
FALSE POSITIVE,14.4079035,142.02803,1.226,2.524,3058,23.4,624,35.81
CONFIRMED,22.2508509,149.43326,0.771,1.745,618.7,2.07,539,20.01
FALSE POSITIVE,0.690405794,131.7301,0.281,1.7407,178.4,1.04,1731,2129.33
CONFIRMED,10.10773789,135.1032,0.151,3.828,294.9,1.98,879,140.75
FALSE POSITIVE,1.844857057,132.16167,0.594,1.6557,85.6,0.97,1601,1548.86
FALSE POSITIVE,18.0116764,139.19459,0.683,6.006,417.2,2.02,695,55.07
CONFIRMED,33.67280658,162.03676,0.309,8.2267,170.9,1.86,661,45.09
CONFIRMED,3.00912491,131.62696,0.009,2.228,191.4,1.22,1177,452.27
CANDIDATE,79.2450351,161.5717,0.001,5.382,1347.3,3.33,404,6.33
CANDIDATE,4.44589508,131.74309,0.704,2.3816,441.4,1.94,1063,302.6
FALSE POSITIVE,2.023126394,132.07328,0.391,1.2771,72.2,0.92,1607,1582.75
FALSE POSITIVE,10.63609504,139.7996,0.029,3.48,290.6,1.36,728,66.5
FALSE POSITIVE,1.069842837,132.4449,0.001,5.275,540.3,1.77,1433,998.07
FALSE POSITIVE,1.077467951,131.58234,1.181,2.1125,75.7,31.06,2339,7064.38
CANDIDATE,126.4451275,166.49998,0.046,16.7151,3252.5,4.49,321,2.51
FALSE POSITIVE,2.8736467,132.58652,0.985,1.682,215.7,6.47,2866,15977.28
FALSE POSITIVE,2.846517614,133.24348,0.931,4.228,2154.4,1.88,528,18.32
CANDIDATE,211.032819,279.12891,0.808,7.119,1953.4,3.43,215,0.5
CANDIDATE,1.716828304,132.03204,0.7,2.068,59.5,0.74,1455,1056.84
FALSE POSITIVE,0.755103143,131.81388,0.662,2.885,43.8,1.49,2927,17302.11
FALSE POSITIVE,20.71927223,184.73851,0.744,4.0388,224.6,2.51,818,105.78
CONFIRMED,109.6469948,190.67271,0.797,6.568,899.7,4.85,428,7.95
CONFIRMED,15.64588656,146.04926,0.033,3.959,572.1,2.18,710,60.08
FALSE POSITIVE,0.93375241,131.5113,0.989,6.352,518,3.18,1594,1528.26
FALSE POSITIVE,1.70336496,132.45889,0.508,1.7045,316.7,1.67,1484,1151.45
FALSE POSITIVE,0.764174368,131.68497,0.626,2.346,100.2,1.18,2241,5972.52
FALSE POSITIVE,1.85373924,132.66885,0.551,1.816,348.6,0.23,345,3.36
FALSE POSITIVE,0.584310213,132.013258,1.209,2.1801,809.4,23.09,2053,4190.91
CONFIRMED,25.384175,137.77326,0.245,3.576,594,2.44,649,42.01
CONFIRMED,15.79196594,176.81888,0.032,7.2772,203.1,2.4,910,161.97
CANDIDATE,46.151253,147.81245,0.688,5.346,649,2.08,423,7.59
CONFIRMED,12.81590421,122.94682,0.58,6.3856,220.5,2.26,939,183.68
CONFIRMED,5.424749327,133.728952,0.016,1.139,7680,5.15,625,36.05
CANDIDATE,165.3447044,174.29621,0.917,3.09,4899,6.98,301,1.93
FALSE POSITIVE,69.2002312,145.95159,1.276,5.679,2271.5,45.24,585,27.66
CONFIRMED,23.1985852,142.62801,0.305,9.821,224.7,2.61,793,93.34
FALSE POSITIVE,0.905037231,132.21703,0.323,1.4351,37.5,1.1,2627,11199.46
CONFIRMED,59.4969009,146.95193,0.406,5.404,1262.1,2.92,369,4.36
CANDIDATE,10.61345333,135.6898,0.535,0.9829,150.2,1.77,987,224.63
CONFIRMED,48.6303805,172.54736,0.034,7.0805,339.8,2.48,590,28.6
FALSE POSITIVE,0.571940563,131.71371,0.792,0.9031,54.3,1.88,3320,28727.59
FALSE POSITIVE,0.633514386,131.56236,0.231,1.2792,179.1,0.81,1357,807.27
FALSE POSITIVE,17.4166143,141.10369,0.489,2.445,314.2,1.84,723,64.73
FALSE POSITIVE,36.0054414,144.34331,0.745,3.262,117.5,3.33,1024,259.71
CANDIDATE,97.4463194,204.83009,0.063,6.765,2141.1,3.05,283,1.52
CONFIRMED,4.081411554,133.85992,0.876,2.3239,171.9,1,755,77
CONFIRMED,11.41941928,142.11859,0.918,3.3075,150.5,0.99,536,19.47
CONFIRMED,6.83440674,136.86023,0.871,2.2726,177.1,1.01,636,38.68
CANDIDATE,174.636181,184.5253,0.04,15.679,2500.9,11.12,481,12.65
CONFIRMED,24.4004378,135.62326,0.909,2.987,860.5,2.47,437,8.64
FALSE POSITIVE,4.029810359,170.69131,0.45,3.3316,111.1,1.77,1479,1132.21
FALSE POSITIVE,1.287622419,132.43069,0.819,0.821,36.5,0.87,1957,3450.59
CONFIRMED,0.935115863,132.20193,0.243,1.6172,64.8,1.05,2124,4811.82
CONFIRMED,3.57551429,132.86125,0.462,2.364,92.8,0.89,1061,299.19
CANDIDATE,1.791877025,132.8762,0.403,1.166,46.1,1.48,2223,5787.99
CONFIRMED,136.205112,234.72601,0.49,5.568,1209.3,2.35,248,0.89
CANDIDATE,6.30922043,133.99677,0.118,1.3251,691.2,1.37,606,31.73
CONFIRMED,2.94194296,133.1044,0.03,2.056,278,1.22,988,225.15
CANDIDATE,145.881936,194.6951,0.325,11.342,156.9,1.8,424,7.63
FALSE POSITIVE,1.146934644,132.2666,0.405,1.7247,256.2,1.39,1554,1382.04
FALSE POSITIVE,1.245353252,132.21522,0.528,2.152,224.2,1.48,1704,1996.55
CONFIRMED,15.3626052,145.5732,0.25,3.736,468.3,1.8,608,32.23
CANDIDATE,6.56606941,134.49512,0.687,1.8455,402.4,1.83,777,86.27
CANDIDATE,2.50343279,131.94522,1.178,1.534,1156,20.23,1147,408.12
CANDIDATE,96.4562198,214.74931,0.775,11.195,950.5,9.1,727,65.96
CANDIDATE,44.5643831,143.43526,0.851,7.874,360.5,5.8,940,184.67
CONFIRMED,1.34155642,132.73743,0.259,1.6462,58.2,0.74,1642,1715.26
CANDIDATE,8.48299282,132.96583,0.564,2.505,69.1,0.8,879,141.04
CONFIRMED,0.665025941,131.65962,0.448,1.7542,104.7,1.11,2174,5246.66
CANDIDATE,234.635652,172.64615,0.025,6.965,868.5,2.56,267,1.2
CANDIDATE,253.374581,235.74025,0.028,22.889,1104,19.25,555,22.41
CONFIRMED,13.32191461,142.7235,0.784,6.213,133.5,2.88,1299,672.06
CONFIRMED,7.69994466,134.39282,0.018,4.432,70.9,0.92,969,208.61
CONFIRMED,4.77466043,135.16338,0.03,3.804,54.3,0.81,1137,395.06
CONFIRMED,29.39337161,209.06737,0.512,7.0445,327,2.5,698,55.98
CONFIRMED,2.164570593,131.83142,0.338,1.2862,525.1,1.27,783,88.91
FALSE POSITIVE,12.4258343,141.5311,0.967,28.1171,449.4,2.75,830,111.92
FALSE POSITIVE,0.873227249,132.23359,0.14,0.7948,221.8,1.68,2152,5053.02
CONFIRMED,2.88878583,132.33651,0.242,2.977,40.9,0.84,1423,969.05
CANDIDATE,5.06092282,134.47316,0.944,2.586,71.6,0.98,998,234.93
FALSE POSITIVE,7.37453336,131.55947,1.139,3.745,304.4,87.08,1654,1770.84
CONFIRMED,0.568874717,132.048771,0.05,1.2177,378.4,1.49,1796,2473.19
CANDIDATE,0.910020582,131.99239,0.79,1.7956,358.1,1.12,1127,380.16
FALSE POSITIVE,22.023514,135.18349,0.934,1.932,1670,4.79,639,39.45
CANDIDATE,1.07808492,132.03683,0.287,0.8551,155.6,1.01,1417,951.61
CANDIDATE,56.5732318,146.57984,0.942,4.188,688.5,2.69,356,3.79
FALSE POSITIVE,1.846861455,131.90493,0.48,1.6605,648.6,2.23,1337,753.4
CONFIRMED,3.568099612,169.74278,0.531,3.2131,98.4,1.36,1407,926.89
CONFIRMED,132.9955503,258.3961,0.703,7.436,1275.4,2.51,241,0.8
CONFIRMED,6.002548291,171.71419,0.914,4.1628,202,2.33,1209,504.79
CONFIRMED,60.92818866,173.37212,0.009,6.3336,755.6,2.78,467,11.28
CONFIRMED,8.512037736,174.909816,0.005,2.1861,597.8,2.14,839,117.11
FALSE POSITIVE,5.93720557,171.57597,0.976,4.882,371.4,1.84,894,150.81
FALSE POSITIVE,5.93719982,135.95338,0.748,3.95,175.6,1.47,1059,297.14
FALSE POSITIVE,14.02245146,177.5952096,0.189,8.08619,20083,14.93,810,101.92
FALSE POSITIVE,2.442945167,171.09721,1.217,4.0145,677.9,38.29,1587,1499.89
CANDIDATE,11.1916199,138.04258,0.895,2.1,166.4,1.47,782,88.34
CONFIRMED,2.99792926,131.76579,0.403,4.398,45.4,1.12,1616,1611.51
FALSE POSITIVE,2.11547854,132.0118,0.755,3.665,222.9,1.66,1521,1264.56
CANDIDATE,174.731515,252.5348,0.021,8.257,1179.9,3,287,1.6
FALSE POSITIVE,5.54867998,133.9285,0.095,4.665,68.9,0.68,882,143.26
FALSE POSITIVE,1.22174063,132.0174,0.004,7.443,32.2,0.46,1461,1081.5
FALSE POSITIVE,2.163569702,132.936317,1.116,7.60963,54518,85.64,1996,3760.06
CANDIDATE,3.48412874,134.5504,0.106,1.422,161.6,1.16,1132,389.41
CONFIRMED,13.74883059,179.279158,0.658,6.0968,425.9,3.63,975,213.84
CANDIDATE,0.858546796,132.14429,0.241,1.1,106.1,0.88,1671,1846.35
CANDIDATE,5.518195,136.584,0.243,1.81,27.1,0.46,969,208.54
CONFIRMED,4.603575293,171.840124,0.246,2.3499,440.4,1.51,810,101.65
CONFIRMED,24.30784323,178.36629,0.425,2.6054,677.1,2.14,532,18.87
CONFIRMED,19.67409703,176.27119,0.914,3.7535,204.9,1.78,711,60.37
CONFIRMED,3.487688776,170.932217,0.026,3.83661,1298.8,5.64,1445,1033.07
CANDIDATE,75.1122132,207.713987,0.838,4.9458,3751.5,23.23,777,86.18
CANDIDATE,31.57865122,177.206237,0.04,2.12791,2125.4,4.52,570,24.94
FALSE POSITIVE,110.3216727,197.365128,0.715,13.3624,7296.6,18.6,761,79.11
CONFIRMED,5.88527364,174.42554,0.622,1.9531,112.7,1.59,1253,583.47
FALSE POSITIVE,1.086486129,131.96598,0.524,0.8383,66,1.69,2539,9816.28
CANDIDATE,3.76562031,131.75562,1.193,1.288,232.6,19.39,1084,326.2
CONFIRMED,3.61460332,133.09123,0.026,3.227,43.9,0.9,1397,900.38
CONFIRMED,8.45744892,139.06689,0.494,3.2893,77.4,1.02,982,220.05
CANDIDATE,2.46288834,132.80114,0.256,1.724,47.4,0.67,1391,883.43
CANDIDATE,17.067644,145.56929,0.106,6.026,262.4,1.62,769,82.56
CONFIRMED,29.6099055,137.3316,0.984,7.433,120.1,1.74,629,37.12
CANDIDATE,35.5969684,187.52765,0.895,6.691,684.5,3.72,646,41.06
FALSE POSITIVE,1.633107509,170.19649,0.35,1.491,60.8,0.53,1083,324.97
CONFIRMED,11.57890926,175.58603,0.359,2.7207,243.4,2.06,951,193.48
CONFIRMED,10.10463142,135.55718,0.571,2.369,114.6,1.59,1046,283.38
CONFIRMED,42.88247951,203.6483,0.391,9.7471,408.9,3.61,709,59.6
CONFIRMED,22.95062278,151.53259,0.748,4.4814,129.8,2.17,873,137.23
FALSE POSITIVE,498.391282,244.08166,0.959,6.135,1590,17.14,339,3.11
CONFIRMED,125.6291479,253.35079,0.471,9.108,7841.6,10.02,388,5.35
FALSE POSITIVE,45.1178526,156.99133,0.97,3.737,389.2,2.78,517,16.87
CANDIDATE,10.9192653,134.26789,0.434,4.572,91.1,1.9,1107,355.29
FALSE POSITIVE,0.803835923,131.80207,0.447,1.397,52.6,0.78,2129,4863.18
CANDIDATE,2.76263737,132.99574,0.46,1.821,185,1.25,1231,544.05
CONFIRMED,11.9216035,137.47581,0.929,5.009,43.2,0.87,851,123.89
CONFIRMED,8.70312154,140.15531,0.886,4.807,32,0.72,945,188.7
FALSE POSITIVE,1.332557603,132.05691,1.174,6.043,225.3,19.88,1703,1983.27
CONFIRMED,26.723169,147.93696,0.035,8.501,195,2.31,781,88.1
CONFIRMED,16.39926461,131.96806,0.115,3.4108,220.8,1.94,847,121.53
CONFIRMED,18.73577127,177.634372,0.785,3.0356,567.2,2.1,568,24.66
CONFIRMED,8.43639829,179.88704,0.51,3.2451,345.5,1.5,742,71.51
CONFIRMED,13.78109471,177.852785,0.545,2.3188,756,1.42,402,6.17
CONFIRMED,23.08902241,171.007634,0.32,1.7012,598.3,1.24,338,3.1
CONFIRMED,6.02977241,132.48162,0.379,3.961,54.6,1.18,1204,496.46
CANDIDATE,135.1879934,190.93292,0.023,8.8191,663.4,2.32,345,3.33
FALSE POSITIVE,44.14599042,211.531127,1.902,3.4015,4467.8,121.48,624,35.87
FALSE POSITIVE,1.411627439,178.263426,0.853,1.0814,515.2,2.99,1966,3523.63
CONFIRMED,19.27082584,182.5436,0.169,4.1281,6660.5,7.74,661,45.05
CANDIDATE,5.05368985,135.11296,0.53,2.514,171.5,1.21,1007,243.06
CONFIRMED,13.1829329,141.82648,0.016,3.594,518,1.84,661,45.19
CONFIRMED,3.51575492,134.29974,0.061,1.381,237.4,1.35,1033,269.57
FALSE POSITIVE,14.0498182,140.50396,0.569,2.907,472,1.45,480,12.56
CONFIRMED,14.2563272,133.40971,0.894,4.796,206.1,1.73,797,95.22
CANDIDATE,4.21223579,132.9291,0.97,7.898,116.4,1.04,887,146.4
CANDIDATE,35.58349688,189.03562,0.001,3.9885,937.6,2.03,408,6.54
CONFIRMED,15.77111067,184.90347,0.009,5.0574,547.1,2.62,752,75.61
CONFIRMED,157.0659976,481.26942,0.004,8.1289,551.4,2.63,350,3.53
CANDIDATE,7.305706326,131.77905,0.826,1.4228,264.9,2.11,972,210.72
CANDIDATE,1.951082219,157.54316,0.925,1.6975,1151.8,10.35,2005,3822.26
FALSE POSITIVE,4.94402197,173.75192,1.157,4.062,363.3,32.92,1419,958.29
CANDIDATE,23.1375919,152.17335,0.429,3.35,114,1.83,837,115.86
CANDIDATE,6.07032548,135.30933,0.454,1.341,311.6,1.36,789,91.45
FALSE POSITIVE,1.33256952,132.03835,0.463,2.915,163.5,1.06,1461,1076.99
CANDIDATE,18.9763286,134.83396,0.922,2.379,329.8,2.24,638,39.11
CANDIDATE,6.34724702,133.00398,0.739,3.097,159.8,1.35,919,168.14
FALSE POSITIVE,7.19552624,136.03008,0.593,4.095,214.6,1.67,1037,273.05
CANDIDATE,7.36272124,136.86143,0.253,1.3287,429.3,1.86,901,155.72
CONFIRMED,10.6761592,140.59136,0.403,4.594,151,1.79,1049,285.79
CONFIRMED,4.48494315,135.01836,0.3,2.752,134.9,1.23,1199,488.22
CONFIRMED,22.20809549,206.35965,0.017,7.3327,463.2,3.02,803,98.36
CONFIRMED,38.5833679,174.84868,0.905,12.391,1388.2,8.56,761,79.08
CANDIDATE,46.15119482,176.626026,0.904,6.3427,1817.3,10.02,703,57.8
CANDIDATE,5.32737192,133.27114,0.3554,2.226,107.7,0.7,782,88.33
FALSE POSITIVE,4.79179893,173.51679,1.209,2.9283,123.9,26.26,1249,575.43
CANDIDATE,4.780327581,132.974086,0.952,2.0253,960.8,7.14,1441,1020.05
FALSE POSITIVE,3.741231778,171.70626,0.25,2.469,419,1.55,951,193.55
FALSE POSITIVE,1.168310132,170.604205,0.107,1.31,283.3,1.43,1577,1469.16
FALSE POSITIVE,25.9525478,174.84275,1.228,21.328,478.4,74.69,865,132.4
CONFIRMED,33.4160553,171.33696,0.947,8.605,275.8,2.98,689,53.18
CONFIRMED,12.6119685,138.1189,0.709,6.372,76.5,1.33,953,194.9
CONFIRMED,0.636424848,131.68872,0.319,0.947,217.9,1.31,1846,2754.93
FALSE POSITIVE,8.55935323,137.22854,0.744,4.303,148.8,1.21,921,169.77
CANDIDATE,31.0209175,138.01479,0.881,2.012,859.5,1.66,291,1.7
CANDIDATE,2.118893997,132.8042,0.019,0.822,311.4,1.41,1230,541.53
CONFIRMED,2.46050095,133.61605,0.052,1.861,276.8,1.03,969,208.54
CANDIDATE,7.49133777,135.31257,0.013,6.315,34.5,1.01,1291,656.15
CONFIRMED,5.8660127,136.35647,0.539,3.985,183,1.45,1064,302.77
CONFIRMED,23.9107056,150.5394,0.398,4.996,294,1.91,709,59.76
CONFIRMED,4.62334491,132.37083,0.388,3.0189,62,0.77,1050,287.25
CONFIRMED,5.83599485,169.87446,0.129,2.062,553.3,1.92,884,144.5
FALSE POSITIVE,1.089077863,171.230501,0.778,2.4676,133.6,1.96,2359,7312.11
FALSE POSITIVE,7.86335883,171.00299,0.995,3.4303,467.3,7.84,1195,482.18
FALSE POSITIVE,8.0970583,170.81044,0.959,5.699,680.7,4.83,1203,495.31
FALSE POSITIVE,6.337614357,170.189414,0.972,1.742,1807.4,9.57,1351,787.89
FALSE POSITIVE,3.900140077,172.37193,1.205,3.77,543.1,23.78,1253,582.32
CONFIRMED,16.09196369,170.598832,0.546,2.8943,415.8,2.13,718,62.74
FALSE POSITIVE,161.239891,189.1791,0.946,24.472,1075.4,3.48,294,1.77
CANDIDATE,5.4654174,133.58893,0.301,3.209,219.5,1.23,927,174.08
CONFIRMED,1.4951513,132.66025,0.974,3.43,52,1.44,1870,2880.38
CONFIRMED,20.3504704,142.7588,0.192,7.225,101.8,1.01,695,55.07
CANDIDATE,6.06664931,136.14365,0.902,1.962,65.3,0.87,915,165.66
CANDIDATE,2.184437698,133.67492,0.035,1.0422,1546.8,0.94,529,18.41
FALSE POSITIVE,33.69320154,158.866724,0.379,7.44219,508770,68.86,518,17.07
CONFIRMED,4.13592927,133.53763,0.168,2.377,156.2,1.43,1226,535.42
CONFIRMED,8.05337912,134.9588,0.035,5.382,38.3,1.28,1320,717.7
CANDIDATE,15.2311195,143.73591,0.192,3.91,269.1,1.94,800,96.84
FALSE POSITIVE,23.6272223,173.65096,0.711,7.9,154.6,3.84,1358,804.44
CANDIDATE,8.97349999,171.03075,0.56,3.1408,935.1,36,2262,6178.9
CANDIDATE,108.546946,151.1275,0.055,7.567,711.3,29.67,985,222.7
CONFIRMED,3.254277742,172.66256,0.303,2.9903,159.9,1.38,1301,675.56
CONFIRMED,91.3514816,189.60082,0.008,8.707,210,1.57,428,7.93
CONFIRMED,31.1588249,173.90355,0.029,5.1803,959,3.56,639,39.46
FALSE POSITIVE,0.436282594,170.702041,1.269,1.3988,536.4,83.25,5187,170399.16
CONFIRMED,76.7324556,200.6722,0.462,6.243,685.7,3.08,473,11.86
CONFIRMED,13.89963233,182.864454,0.777,3.5791,1121.7,2.46,521,17.37
CANDIDATE,6.14955931,169.55182,0.368,5.5694,333.7,3.26,1287,649.26
CANDIDATE,5.08288076,134.00557,0.389,2.515,108,1.15,1183,462.96
CANDIDATE,31.0259489,158.5632,0.153,5.692,385.4,1.91,595,29.67
CANDIDATE,3.08942807,134.1999,0.65,3.214,85.3,1.07,1361,808.76
CANDIDATE,44.8702042,141.11446,0.436,4.199,636.1,2.56,536,19.5
CONFIRMED,4.45342418,133.09066,0.569,3.654,46.6,0.9,1331,740.51
FALSE POSITIVE,2.21396685,132.56407,0.017,4.374,81.6,0.84,1418,952.61
CANDIDATE,21.2360024,149.88083,0.205,4.019,104.4,2.62,1048,285.21
CONFIRMED,8.31377304,175.99137,0.002,2.964,837.4,2.74,886,145.51
FALSE POSITIVE,8.58969597,174.9625,1.197,8.471,245.1,20.8,882,143.02
CONFIRMED,7.97420583,174.52718,0.128,5.3503,293.1,1.85,974,212.75
CONFIRMED,1.88899036,132.09517,0.011,3.486,59,0.83,1574,1449.92
CONFIRMED,21.41624083,176.24991,0.081,7.081,314.5,2.09,748,74.2
FALSE POSITIVE,12.28351275,174.36652,1.224,3.634,597.8,74.76,1342,765.56
CONFIRMED,4.72674037,134.926396,0.657,2.9267,273.1,1.56,1028,264.08
CANDIDATE,14.59150445,180.851546,1.21,1.1295,1490.5,36.85,879,140.82
FALSE POSITIVE,27.6776801,173.796579,0.933,2.1704,11545,14.41,618,34.55
FALSE POSITIVE,0.605223042,131.75593,0.109,0.8986,232.3,1.14,1728,2099.47
CANDIDATE,4.73292061,131.579,0.121,1.746,151.6,0.97,957,198.57
CONFIRMED,22.4765952,136.82336,0.176,3.437,481.4,1.21,419,7.27
CANDIDATE,1.242639742,131.88125,0.152,1.763,159.3,1.02,1487,1159.26
FALSE POSITIVE,25.503628,139.3578,0.953,3.913,204.4,1.61,586,27.85
CANDIDATE,14.8638496,142.95729,1.006,2.705,220.6,2.9,620,35.04
CONFIRMED,10.9294815,141.5034,0.197,5.893,196.9,1.21,770,83.14
FALSE POSITIVE,0.536650319,131.71106,0.61,2.383,41.9,1.35,3195,24688.55
CONFIRMED,5.45849914,172.08857,0.65,4.0448,255.9,1.91,1099,344.32
FALSE POSITIVE,46.56675437,196.31173,0.87,7.831,801.1,5.25,708,59.34
CANDIDATE,4.82051088,135.78541,0.922,3.588,40.9,1.08,1328,735.25
CANDIDATE,6.09595681,134.59214,0.685,5.502,65.7,1.26,1259,593.42
CANDIDATE,11.682369,134.8311,0.6987,2.71,234.5,1.45,802,97.62
CANDIDATE,10.12956201,135.99804,0.544,3.044,81.3,0.78,736,69.43
CONFIRMED,42.5217006,136.1274,0.495,5.723,685.6,2.45,510,15.97
CONFIRMED,6.69958851,134.1468,0,2.831,253.7,1.24,806,99.83
FALSE POSITIVE,14.17097278,175.60775,0.579,3.7316,13496,20.88,1288,650.07
FALSE POSITIVE,1.332562831,132.05088,1.241,6.24,297.9,24.29,1532,1301.29
CANDIDATE,2.39161966,133.07956,0.299,1.906,189.2,0.93,1031,266.01
CANDIDATE,5.68879083,131.6672,0.39,2.55,241.5,0.99,645,40.88
CONFIRMED,2.31941571,131.93925,0.429,1.591,96.4,1.24,1490,1164.84
CONFIRMED,19.7830259,177.72013,0.015,5.4898,373.2,2.1,708,59.39
CONFIRMED,7.0106324,174.57542,0.683,3.0688,327.3,1.5,738,70.32
CONFIRMED,3.10762684,132.63359,0.7,2.361,77.2,0.73,968,207.72
CONFIRMED,1.980356674,170.139601,0.713,2.4743,271.9,2.1,1662,1808.41
FALSE POSITIVE,175.329014,230.9292,1.231,6.269,1059.1,27.03,327,2.69
CANDIDATE,21.61313362,137.02689,0.714,1.52,818.1,1.94,503,15.14
CONFIRMED,2.7881793,131.84558,0.058,3.397,55.8,1.02,1510,1228.07
CONFIRMED,4.13827684,133.2285,0.499,3.449,63.8,1.13,1324,725.53
CONFIRMED,18.01019956,179.42137,0.966,3.516,177.7,1.93,758,77.99
CONFIRMED,10.61368712,140.85316,0.024,3.498,559.8,2.06,785,89.65
FALSE POSITIVE,7.53887442,135.3319,0.727,3.147,342.1,1.33,751,75.14
FALSE POSITIVE,0.53633519,131.71447,0.489,1.0547,444.1,1.81,1974,3603.58
CANDIDATE,27.9430245,136.8697,0.052,6.125,308.6,2.21,718,62.74
CONFIRMED,8.07394097,540.04161,0.928,2.455,1056,1.59,420,7.33
CANDIDATE,4.53702121,132.1846,0.706,1.813,504.4,1.66,798,95.61
CANDIDATE,0.977311489,131.70299,0.01,1.403,250.7,1.06,1331,737.36
CONFIRMED,39.859505,154.7616,0.398,7.987,155.5,1.62,597,29.97
FALSE POSITIVE,23.6731242,160.628756,0.21,14.3948,23113,17.74,676,49.42
CONFIRMED,4.699652821,177.61519,0.135,2.553,351.4,1.74,1024,260.54
CONFIRMED,4.761705895,170.335759,0.384,3.3061,497.1,2.75,1201,491.37
CONFIRMED,2.024143568,170.496204,0.513,2.5273,239.4,1.94,1597,1535.09
CANDIDATE,11.87290814,180.895933,0.904,2.5342,332.7,2.25,863,131.55
CONFIRMED,1.638652525,132.29025,0.365,1.952,166.9,1.29,1610,1585.07
CONFIRMED,9.06687613,134.75185,0.928,3.381,367.2,1.9,725,65.52
CANDIDATE,4.0223109,135.17298,0.741,0.853,227.8,1.37,1017,253.28
CONFIRMED,6.9131732,138.4219,0.264,4.73,39.1,0.91,1209,505
CANDIDATE,7.32851947,132.12857,0.983,1.211,277.8,2.33,807,100.13
CONFIRMED,18.6052046,149.0376,0.093,6.829,242.5,1.94,833,113.88
CANDIDATE,0.896382269,132.29651,0.332,1.113,136.4,1,1810,2524.81
CONFIRMED,39.4420781,169.1411,0.42,7.029,172.4,2.51,682,51.14
CANDIDATE,10.27532513,177.27227,0.315,6.3093,209.7,3.04,1211,508.21
CANDIDATE,26.62941953,191.99627,0.015,7.8709,492.8,3.13,742,71.75
CONFIRMED,296.6375817,403.672042,0.429,16.425,2763.1,7.56,332,2.88
CONFIRMED,41.8085031,148.70814,0.011,7.797,190.4,1.67,582,27.15
FALSE POSITIVE,2.98786272,168.011233,0.621,2.5814,42789,17.82,1064,303.15
CONFIRMED,39.30944096,171.334861,0.028,5.77,1132.1,2.87,488,13.46
CONFIRMED,29.88487723,173.194404,0.658,4.5612,1275.7,2.81,453,9.95
CONFIRMED,12.92489803,170.78679,0.768,2.6811,959,2.62,620,34.95
FALSE POSITIVE,0.562555067,131.74958,0.527,1.7402,198.3,1.21,2046,4128.4
CANDIDATE,44.433726,162.9825,0.624,6.118,239.6,1.85,538,19.73
FALSE POSITIVE,0.993703494,132.142,0.436,0.7645,67.4,2.32,3257,26588.4
CANDIDATE,6.33125228,137.14149,0.094,2.688,306.6,1.31,822,108.04
CANDIDATE,24.2204192,146.42459,0.032,3.271,806.3,2.1,505,15.43
CONFIRMED,6.41491277,169.64044,0.869,3.3629,121,1.4,1069,309.12
FALSE POSITIVE,93.881556,131.5771,0.008,20.644,188.7,2.02,479,12.42
CANDIDATE,43.1024434,140.1394,0.011,7.124,299.8,1.88,539,19.96
FALSE POSITIVE,2.683395376,171.42605,0.763,1.8592,234.7,2.55,1860,2833.83
CONFIRMED,31.51779463,185.1533,0.561,7.634,357.6,2.72,663,45.68
CONFIRMED,8.12999858,134.10067,0.896,2.1492,148,2.04,1041,277.89
FALSE POSITIVE,66.46746217,160.47651,0.116,19.6638,12644,11.97,466,11.18
CONFIRMED,2.586639524,171.842572,0.349,2.253,217.7,1.44,1328,735.48
CONFIRMED,28.51117639,187.363955,0.77,4.5941,1844.6,3.27,423,7.55
CANDIDATE,14.38682567,170.455049,0.021,2.1417,569.6,2.54,776,85.46
